Metadata_JCP2022	Metadata_InChIKey	Metadata_pert_iname
JCP2022_062291	NZCRJKRKKOLAOJ-UHFFFAOYSA-N	rifaximin
JCP2022_066521	OWBFCJROIKNMGD-UHFFFAOYSA-N	rigosertib
JCP2022_060087	NNBGCSGCRSCFEA-UHFFFAOYSA-N	rilapladib
JCP2022_012905	CQXADFVORZEARL-UHFFFAOYSA-N	rilmenidine
JCP2022_108591	YIBOMRUWOWDFLG-UHFFFAOYSA-N	rilpivirine
JCP2022_022756	FTALBRSUTCGOEG-UHFFFAOYSA-N	riluzole
JCP2022_088057	UBCHPRBFMUDMNC-UHFFFAOYSA-N	rimantadine
JCP2022_046541	KRNAOFGYEFKHPB-UHFFFAOYSA-N	rimegepant
JCP2022_027313	GROMEQPXDKRRIE-UHFFFAOYSA-N	rimeporide
JCP2022_043075	JZCPYUJPEARBJL-UHFFFAOYSA-N	rimonabant
JCP2022_101929	WXXSNCNJFUAIDG-UHFFFAOYSA-N	riociguat
JCP2022_075579	QSKQVZWVLOIIEV-UHFFFAOYSA-N	ripasudil
JCP2022_010554	CEFJVGZHQAGLHS-UHFFFAOYSA-N	ripretinib
JCP2022_003533	ASKZRYGFUPSJPN-UHFFFAOYSA-N	risdiplam
JCP2022_008962	BVPYUOGGVTWBOM-UHFFFAOYSA-N	risedronate
JCP2022_077772	RECBFDWSXWAXHY-UHFFFAOYSA-N	rislenemdaz
JCP2022_077110	RAPZEAPATHNIPO-UHFFFAOYSA-N	risperidone
JCP2022_047925	KZENBFUSKMWCJF-UHFFFAOYSA-N	RITA
JCP2022_042234	JUQLTPCYUFPYKE-UHFFFAOYSA-N	ritanserin
JCP2022_036440	IOVGROKTTNBUGK-UHFFFAOYSA-N	ritodrine
JCP2022_058043	NCDNCNXCDXHOMX-UHFFFAOYSA-N	ritonavir
JCP2022_044430	KGFYHTZWPPHNLQ-UHFFFAOYSA-N	rivaroxaban
JCP2022_105805	XSVMFMHYUFZWBK-UHFFFAOYSA-N	rivastigmine
JCP2022_089948	ULFRLSNUDGIQQP-UHFFFAOYSA-N	rizatriptan
JCP2022_024824	GDVRVPIXWXOKQO-UHFFFAOYSA-N	RKI-1447
JCP2022_035694	IKUYEYLZXGGCRD-UHFFFAOYSA-N	RMC-4550
JCP2022_035182	IHYZMEAZAIFMTN-UHFFFAOYSA-N	RN-1734
JCP2022_043243	KABDATZAOUSYES-UHFFFAOYSA-N	Ro-10-5824
JCP2022_028645	GYYRMJMXXLJZAB-UHFFFAOYSA-N	Ro-1138452
JCP2022_010838	CFSOJZTUTOQNIA-UHFFFAOYSA-N	Ro-15-4513
JCP2022_067887	PDMUULPVBYQBBK-UHFFFAOYSA-N	Ro-20-1724
JCP2022_101570	WVZSEUPGUDIELE-UHFFFAOYSA-N	Ro-25-6981
JCP2022_104973	XOLMRFUGOINFDQ-UHFFFAOYSA-N	Ro-3306
JCP2022_012195	CMYCCJYVZIMDFU-UHFFFAOYSA-N	Ro-48-8071
JCP2022_020872	FIMYFEGKMOCQKT-UHFFFAOYSA-N	Ro-4987655
JCP2022_050390	LMMJFBMMJUMSJS-UHFFFAOYSA-N	Ro-5126766
JCP2022_058303	NDPBMCKQJOZAQX-UHFFFAOYSA-N	Ro-61-8048
JCP2022_014609	DAEHFYNGSSBGSS-UHFFFAOYSA-N	Ro-67-7476
JCP2022_067277	PAGZCEHLFCJSPV-UHFFFAOYSA-N	Ro-90-7501
JCP2022_006384	BHKDKKZMPODMIQ-UHFFFAOYSA-N	roblitinib
JCP2022_032645	HUFOZJXAKZVRNJ-UHFFFAOYSA-N	rociletinib
JCP2022_111546	YXRDKMPIGHSVRX-UHFFFAOYSA-N	rocuronium
JCP2022_056027	MRHFQRMJFYDYBV-UHFFFAOYSA-N	rofecoxib
JCP2022_055210	MNDBXUUTURYVHR-UHFFFAOYSA-N	roflumilast
JCP2022_031334	HNLRRJSKGXOYNO-UHFFFAOYSA-N	rogaratinib
JCP2022_020941	FIVSJYGQAIEMOC-UHFFFAOYSA-N	rolapitant
JCP2022_069330	PLDZOHPIBZVDLQ-UHFFFAOYSA-N	rolitetracycline
JCP2022_079560	RNRYULFRLCBRQS-UHFFFAOYSA-N	roluperidone
JCP2022_034643	IEZDOKQWPWZVQF-UHFFFAOYSA-N	rolziracetam
JCP2022_084606	SOOPLNPQGWJZHY-UHFFFAOYSA-N	romidepsin
JCP2022_070285	PQFRTXSWDXZRRS-UHFFFAOYSA-N	ronidazole
JCP2022_019656	FBYFJOVKHROJSY-UHFFFAOYSA-N	ropinirole
JCP2022_113914	ZKMNUMMKYBVTFN-UHFFFAOYSA-N	ropivacaine
JCP2022_083068	SGOOQMRIPALTEL-UHFFFAOYSA-N	roquinimex
JCP2022_008530	BTIHMVBBUGXLCJ-UHFFFAOYSA-N	roscovitine
JCP2022_021340	FLDPBMANMDLQTH-UHFFFAOYSA-N	rosiglitazone
JCP2022_017286	DOUMFZQKYFQNTF-UHFFFAOYSA-N	rosmarinic-acid
JCP2022_102629	XBPZXDSZHPDXQU-UHFFFAOYSA-N	rosoxacin
JCP2022_000783	AEAPORIZZWBIEX-UHFFFAOYSA-N	rostafuroxine
JCP2022_017745	DRLXVNRHGMULCY-UHFFFAOYSA-N	rosuvastatin
JCP2022_044326	KFQYTPMOWPVWEJ-UHFFFAOYSA-N	rotigotine
JCP2022_000885	AEQDJSLRWYMAQI-UHFFFAOYSA-N	rotundine
JCP2022_115752	ZUMNJDGBYXHASJ-UHFFFAOYSA-N	rovazolac
JCP2022_104642	XMVJITFPVVRMHC-UHFFFAOYSA-N	roxarsone
JCP2022_084264	SMTZFNFIKUPEJC-UHFFFAOYSA-N	roxatidine-acetate
JCP2022_081451	RXZBMPWDPOLZGW-UHFFFAOYSA-N	roxithromycin
JCP2022_035423	IJGQFZYYEHCCIZ-UHFFFAOYSA-N	RQ-00203078
JCP2022_041045	JODKFOVZURLVTG-UHFFFAOYSA-N	RRx-001
JCP2022_077482	RCOBWVAGWYRNHZ-UHFFFAOYSA-N	RS-100329
JCP2022_030361	HIDWEYPGMLIQSN-UHFFFAOYSA-N	RS-102895
JCP2022_116748	ZZZQXCUPAJFVBN-UHFFFAOYSA-N	RS-127445
JCP2022_063121	ODNICNWASXKNNQ-UHFFFAOYSA-N	RS-504393
JCP2022_002676	AOAJKOPXVSAPCE-UHFFFAOYSA-N	RSV604
JCP2022_078715	RJCWBNBKOKFWNY-UHFFFAOYSA-N	RTA-408
JCP2022_003259	ARBYGDBJECGMGA-UHFFFAOYSA-N	RU-58841
JCP2022_094058	VHXNKPBCCMUMSW-UHFFFAOYSA-N	rubitecan
JCP2022_112397	ZCBUQCWBWNUWSU-UHFFFAOYSA-N	ruboxistaurin
JCP2022_031078	HMABYWSNWIZPAG-UHFFFAOYSA-N	rucaparib
JCP2022_013133	CSHZYWUPJWVTMQ-UHFFFAOYSA-N	rucinol
JCP2022_069935	POGQSBRIGCQNEG-UHFFFAOYSA-N	rufinamide
JCP2022_059332	NJCJBUHJQLFDSW-UHFFFAOYSA-N	rufloxacin
JCP2022_101394	WUZYKBABMWJHDL-UHFFFAOYSA-N	rupatadine
JCP2022_000556	ACVGWSKVRYFWRP-UHFFFAOYSA-N	rutaecarpine
JCP2022_035581	IKGXIBQEEMLURG-UHFFFAOYSA-N	rutin
JCP2022_029868	HFNKQEVNSGCOJV-UHFFFAOYSA-N	ruxolitinib
JCP2022_029868	HFNKQEVNSGCOJV-UHFFFAOYSA-N	ruxolitinib-(S)
JCP2022_093172	VDCRFBBZFHHYGT-UHFFFAOYSA-N	RWJ-21757
JCP2022_074222	QLLGKCJUPWYJON-UHFFFAOYSA-N	RX-3117
JCP2022_031861	HQGWKNGAKBPTBX-UHFFFAOYSA-N	RX-821002
JCP2022_009867	CANBMWXJDLUDFF-UHFFFAOYSA-N	ryuvidine
JCP2022_071868	PYXFVCFISTUSOO-UHFFFAOYSA-N	S-111
JCP2022_111234	YWCLDDLVLSQGSZ-UHFFFAOYSA-N	S-3304
JCP2022_056071	MRNMYWNBLVJWKG-UHFFFAOYSA-N	S-38093
JCP2022_034335	IDIDJDIHTAOVLG-UHFFFAOYSA-N	S-methylcysteine
JCP2022_055360	MNTIJYGEITVWHU-UHFFFAOYSA-N	S18986
JCP2022_054848	MLDQTQOMWDNTNN-UHFFFAOYSA-N	S1P1-agonist-III
JCP2022_080500	RSUJQTWPGMFECL-UHFFFAOYSA-N	S49076
JCP2022_013659	CVHZOJJKTDOEJC-UHFFFAOYSA-N	saccharin
JCP2022_042960	JYLNVJYYQQXNEK-UHFFFAOYSA-N	saclofen
JCP2022_071811	PYNXFZCZUAOOQC-UHFFFAOYSA-N	sacubitril
JCP2022_058460	NEMGRZFTLSKBAP-UHFFFAOYSA-N	safinamide
JCP2022_093676	VFSUUTYAEQOIMW-UHFFFAOYSA-N	SAG
JCP2022_087001	TVNBASWNLOIQML-UHFFFAOYSA-N	sal003
JCP2022_058781	NGFMICBWJRZIBI-UHFFFAOYSA-N	salicin
JCP2022_012865	CQRYARSYNCAZFO-UHFFFAOYSA-N	salicyl-alcohol
JCP2022_083934	SKZKKFZAGNVIMN-UHFFFAOYSA-N	salicylamide
JCP2022_099313	WKEDVNSFRWHDNR-UHFFFAOYSA-N	salicylanilide
JCP2022_035844	ILRCGYURZSFMEG-UHFFFAOYSA-N	salidroside
JCP2022_101255	WUILNKCFCLNXOK-UHFFFAOYSA-N	salirasib
JCP2022_025668	GIIZNNXWQWCKIB-UHFFFAOYSA-N	salmeterol
JCP2022_048570	LCOIAYJMPKXARU-UHFFFAOYSA-N	salubrinal
JCP2022_109365	YMGFTDKNIWPMGF-UHFFFAOYSA-N	salvianolic-acid-A
JCP2022_084378	SNKFFCBZYFGCQN-UHFFFAOYSA-N	salvianolic-acid-B
JCP2022_013004	CRNIKQQPTHSPBA-UHFFFAOYSA-N	sancycline
JCP2022_036250	INVGWHRKADIJHF-UHFFFAOYSA-N	sanguinarium-chloride
JCP2022_021969	FOORCIAZMIWALX-UHFFFAOYSA-N	SANT-1
JCP2022_048312	LBGFKUUHOPIEMA-UHFFFAOYSA-N	sapacitabine
JCP2022_021775	FNKQXYHWGSIFBK-UHFFFAOYSA-N	sapropterin
JCP2022_011628	CKABLRDEWGBLBV-UHFFFAOYSA-N	saquinavir
JCP2022_030661	HJSSPYJVWLTYHG-UHFFFAOYSA-N	SAR-245409
JCP2022_068274	PFMPOBVAYMTUOX-UHFFFAOYSA-N	SAR131675
JCP2022_084716	SPDQRCUBFSRAFI-UHFFFAOYSA-N	SAR405
JCP2022_034349	IDKAKZRYYDCJDU-UHFFFAOYSA-N	SAR405838
JCP2022_036510	IPEXHQGMTHOKQV-UHFFFAOYSA-N	SAR407899
JCP2022_066196	OUKYUETWWIPKQR-UHFFFAOYSA-N	saracatinib
JCP2022_102548	XBHBWNFJWIASRO-UHFFFAOYSA-N	sarafloxacin
JCP2022_022739	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	sarcosine
JCP2022_014290	CYPGNVSXMAUSJY-UHFFFAOYSA-N	sardomozide
JCP2022_020403	FFYNAVGJSYHHFO-UHFFFAOYSA-N	sarpogrelate
JCP2022_101556	WVYADZUPLLSGPU-UHFFFAOYSA-N	sasapyrine
JCP2022_106805	XYDNMOZJKOGZLS-UHFFFAOYSA-N	savolitinib
JCP2022_073263	QGJUIPDUBHWZPV-UHFFFAOYSA-N	saxagliptin
JCP2022_064295	OJZZJTLBYXHUSJ-UHFFFAOYSA-N	SB-200646
JCP2022_073458	QHKYPYXTTXKZST-UHFFFAOYSA-N	SB-202190
JCP2022_010404	CDMGBJANTYXAIV-UHFFFAOYSA-N	SB-203580
JCP2022_038917	JCSGFHVFHSKIJH-UHFFFAOYSA-N	SB-216763
JCP2022_055884	MQNYRKWJSMQECI-UHFFFAOYSA-N	SB-222200
JCP2022_055796	MQBZVUNNWUIPMK-UHFFFAOYSA-N	SB-225002
JCP2022_080252	RRJLJKRFFRZRAF-UHFFFAOYSA-N	SB-228357
JCP2022_076631	QYBGBLQCOOISAR-UHFFFAOYSA-N	SB-2343
JCP2022_115091	ZQUSFAUAYSEREK-UHFFFAOYSA-N	SB-239063
JCP2022_067926	PDTYLGXVBIWRIM-UHFFFAOYSA-N	SB-242235
JCP2022_112836	ZETBBVYSBABLHL-UHFFFAOYSA-N	SB-243213
JCP2022_033033	HWKROQUZSKPIKQ-UHFFFAOYSA-N	SB-269970
JCP2022_050662	LOCQRDBFWSXQQI-UHFFFAOYSA-N	SB-271046
JCP2022_005890	BEZXGSZPWXRHIN-UHFFFAOYSA-N	SB-297006
JCP2022_002010	AKMNUCBQGHFICM-UHFFFAOYSA-N	SB-334867
JCP2022_081462	RYAMDQKWNKKFHD-UHFFFAOYSA-N	SB-366791
JCP2022_003755	ATKZKAYWARYLBW-UHFFFAOYSA-N	SB-399885
JCP2022_041958	JTARFZSNUAGHRB-UHFFFAOYSA-N	SB-408124
JCP2022_068904	PIWVARUFOMADFY-UHFFFAOYSA-N	SB-415286
JCP2022_020778	FHYUGAJXYORMHI-UHFFFAOYSA-N	SB-431542
JCP2022_098688	WGZOTBUYUFBEPZ-UHFFFAOYSA-N	SB-505124
JCP2022_016549	DKPQHFZUICCZHF-UHFFFAOYSA-N	SB-525334
JCP2022_054955	MLSAQOINCGAULQ-UHFFFAOYSA-N	SB-590885
JCP2022_113798	ZJXIUGNEAIHSBI-UHFFFAOYSA-N	SB-649868
JCP2022_017782	DRSJLVGDSNWQBI-UHFFFAOYSA-N	SB-683698
JCP2022_042938	JYILLRHXRVTRSH-UHFFFAOYSA-N	SB-705498
JCP2022_007850	BPOWQJYAMDEAFF-UHFFFAOYSA-N	SB-706375
JCP2022_040294	JJZFWROHYSMCMU-UHFFFAOYSA-N	SB-742457
JCP2022_068523	PGXYIBJJCLWJST-UHFFFAOYSA-N	SB-743921
JCP2022_025952	GJUFPAZNBPFNRI-UHFFFAOYSA-N	SB-756050
JCP2022_039761	JHDKZFFAIZKUCU-UHFFFAOYSA-N	SB-939
JCP2022_104804	XNPRQBVQOJZMMA-UHFFFAOYSA-N	SBE-13
JCP2022_034388	IDQPVOFTURLJPT-UHFFFAOYSA-N	SBHA
JCP2022_035477	IJPXOPBVXVPPEW-UHFFFAOYSA-N	SBI-115
JCP2022_105211	XPRDUGXOWVXZLL-UHFFFAOYSA-N	SC-12267
JCP2022_088596	UEADAWQSJOWXBK-UHFFFAOYSA-N	SC-144
JCP2022_045835	KNURFLJTOUGOOQ-UHFFFAOYSA-N	SC-19220
JCP2022_070370	PQUGCKBLVKJMNT-UHFFFAOYSA-N	SC-560
JCP2022_064769	OMPAVQLPJYCMRB-UHFFFAOYSA-N	scabertopin
JCP2022_091445	UTLPKQYUXOEJIL-UHFFFAOYSA-N	SCH-58261
JCP2022_047038	KUFDZBFFAKTDQE-UHFFFAOYSA-N	SCH-900776
JCP2022_080726	RTZKSTLPRTWFEV-UHFFFAOYSA-N	schisandrin-B
JCP2022_116153	ZWRRJEICIPUPHZ-UHFFFAOYSA-N	schisandrol-B
JCP2022_106357	XVULBTBTFGYVRC-UHFFFAOYSA-N	sclareol
JCP2022_035980	IMKJGXCIJJXALX-UHFFFAOYSA-N	sclareolide
JCP2022_024309	GBFLZEXEOZUWRN-UHFFFAOYSA-N	SCMC-Lys
JCP2022_020871	FIMXSEMBHGTNKT-UHFFFAOYSA-N	scopine
JCP2022_085467	STECJAGHUSJQJN-UHFFFAOYSA-N	scopolamine
JCP2022_071048	PUPNJSIFIXXJCH-UHFFFAOYSA-N	SCP-1
JCP2022_041980	JTDYUFSDZATMKU-UHFFFAOYSA-N	scriptaid
JCP2022_009919	CATQHDWESBRRQA-UHFFFAOYSA-N	SD-0006
JCP2022_005837	BERLXWPRSBJFHO-UHFFFAOYSA-N	SD-208
JCP2022_067747	PCVSIMQAFWRUEC-UHFFFAOYSA-N	SDZ-NKT-343
JCP2022_038496	JAKAFSGZUXCHLF-UHFFFAOYSA-N	SDZ-WAG-994
JCP2022_103010	XDSSPSLGNGIIHP-UHFFFAOYSA-N	Se-methylselenocysteine
JCP2022_056843	MVSQDUZRRVBYLA-UHFFFAOYSA-N	seclidemstat
JCP2022_046184	KPQZUUQMTUIKBP-UHFFFAOYSA-N	secnidazole
JCP2022_082169	SBVBJPHMDABKJV-UHFFFAOYSA-N	secoisolariciresinol-diglucoside
JCP2022_086138	SWZMSZQQJRKFBP-UHFFFAOYSA-N	securinine
JCP2022_042553	JWHYSEDOYMYMNM-UHFFFAOYSA-N	seladelpar
JCP2022_098110	WDXAISOBFTWPEE-UHFFFAOYSA-N	selamectin
JCP2022_078726	RJFAYQIBOAGBLC-UHFFFAOYSA-N	selenomethionine
JCP2022_050551	LNLJHGXOFYUARS-UHFFFAOYSA-N	seletalisib
JCP2022_076606	QXWZQTURMXZVHJ-UHFFFAOYSA-N	selexipag
JCP2022_015465	DEVSOMFAQLZNKR-UHFFFAOYSA-N	selinexor
JCP2022_108598	YIDDLAAKOYYGJG-UHFFFAOYSA-N	selonsertib
JCP2022_014282	CYOHGALHFOKKQC-UHFFFAOYSA-N	selumetinib
JCP2022_007469	BNMLDKAQNJFMMR-UHFFFAOYSA-N	semagacestat
JCP2022_039608	JGIFSQPBZMIFQM-UHFFFAOYSA-N	semaxanib
JCP2022_082358	SCTZUZTYRMOMKT-UHFFFAOYSA-N	senicapoc
JCP2022_073049	QFJIQUOMKJNYLI-UHFFFAOYSA-N	sennoside-A
JCP2022_073049	QFJIQUOMKJNYLI-UHFFFAOYSA-N	sennoside-protonated
JCP2022_051967	LVLLALCJVJNGQQ-UHFFFAOYSA-N	seocalcitol
JCP2022_077028	RADRBZBLNXVQEU-UHFFFAOYSA-N	seratrodast
JCP2022_010566	CEGSUKYESLWKJP-UHFFFAOYSA-N	serdemetan
JCP2022_076818	QZAYGJVTTNCVMB-UHFFFAOYSA-N	serotonin
JCP2022_040521	JLGKQTAYUIMGRK-UHFFFAOYSA-N	sertaconazole
JCP2022_028718	GZKLJWGUPQBVJQ-UHFFFAOYSA-N	sertindole
JCP2022_093787	VGKDLMBJGBXTGI-UHFFFAOYSA-N	sertraline
JCP2022_068176	PEYUIKBAABKQKQ-UHFFFAOYSA-N	sesamin
JCP2022_035010	IHAXLPDVOWLUOS-UHFFFAOYSA-N	setipiprant
JCP2022_028072	GVPIXRLYKVFFMK-UHFFFAOYSA-N	setiptiline
JCP2022_029473	HDHDTKMUACZDAA-UHFFFAOYSA-N	setmelanotide
JCP2022_015528	DFEYYRMXOJXZRJ-UHFFFAOYSA-N	sevoflurane
JCP2022_066960	OYMNPJXKQVTQTR-UHFFFAOYSA-N	SEW-2871
JCP2022_036681	IQCKJUKAQJINMK-UHFFFAOYSA-N	SGC-0946
JCP2022_016839	DMIDPTCQPIJYFE-UHFFFAOYSA-N	SGC-707
JCP2022_024972	GEPYBHCJBORHCE-UHFFFAOYSA-N	SGC-CBP30
JCP2022_075668	QSYLKMKIVWJAAK-UHFFFAOYSA-N	SGI-1027
JCP2022_054283	MHXGEROHKGDZGO-UHFFFAOYSA-N	SGI-1776
JCP2022_005529	BCZUAADEACICHN-UHFFFAOYSA-N	SGX523
JCP2022_018682	DWRJQFGWIHQEOC-UHFFFAOYSA-N	shikimic-acid
JCP2022_108339	YGUFCDOEKKVKJK-UHFFFAOYSA-N	SHP099
JCP2022_061705	NVZGJSVPOOILDI-UHFFFAOYSA-N	SIB-1553A
JCP2022_050661	LOCPVWIREQIGNQ-UHFFFAOYSA-N	SIB-1757
JCP2022_007511	BNRNXUUZRGQAQC-UHFFFAOYSA-N	sildenafil
JCP2022_082587	SEBFKMXJBCUCAI-UHFFFAOYSA-N	silibinin
JCP2022_069715	PNCPYILNMDWPEY-UHFFFAOYSA-N	silodosin
JCP2022_082620	SEEPANYCNGTZFQ-UHFFFAOYSA-N	silver-sulfadiazine
JCP2022_082620	SEEPANYCNGTZFQ-UHFFFAOYSA-N	sulfadiazine
JCP2022_019969	FDQAOULAVFHKBX-UHFFFAOYSA-N	silymarin
JCP2022_042136	JTZZSQYMACOLNN-UHFFFAOYSA-N	simeprevir
JCP2022_103572	XGVXKJKTISMIOW-UHFFFAOYSA-N	simurosertib
JCP2022_081555	RYMZZMVNJRMUDD-UHFFFAOYSA-N	simvastatin
JCP2022_038385	IZTQOLKUZKXIRV-UHFFFAOYSA-N	sincalide
JCP2022_036283	INYYVPJSBIVGPH-UHFFFAOYSA-N	sinomenine
JCP2022_067896	PDOCBJADCWMDGL-UHFFFAOYSA-N	sipatrigine
JCP2022_044790	KIHYPELVXPAIDH-UHFFFAOYSA-N	siponimod
JCP2022_106400	XWAONOGAGZNUSF-UHFFFAOYSA-N	siramesine
JCP2022_001181	AGBSXNCBIWWLHD-UHFFFAOYSA-N	siremadlin
JCP2022_018522	DVSZTYJRXBBIFA-UHFFFAOYSA-N	sirolimus
JCP2022_053626	MENNDDDTIIZDDN-UHFFFAOYSA-N	SirReal-2
JCP2022_092182	UXJFDYIHRJGPFS-UHFFFAOYSA-N	sirtinol
JCP2022_035532	IJYPHMXWKKKHGT-UHFFFAOYSA-N	SIS3
JCP2022_091136	URWAJWIAIPFPJE-UHFFFAOYSA-N	sisomicin
JCP2022_091136	URWAJWIAIPFPJE-UHFFFAOYSA-N	sisomicin-sulfate
JCP2022_069846	PNUZDKCDAWUEGK-UHFFFAOYSA-N	sitafloxacin
JCP2022_053752	MFFMDFFZMYYVKS-UHFFFAOYSA-N	sitagliptin
JCP2022_077606	RDEGIROIGSZXBA-UHFFFAOYSA-N	sitaxentan
JCP2022_047953	KZJWDPNRJALLNS-UHFFFAOYSA-N	sitosterol
JCP2022_099464	WLAVZAAODLTUSW-UHFFFAOYSA-N	sitravatinib
JCP2022_008517	BTGNGJJLZOIYID-UHFFFAOYSA-N	sivelestat
JCP2022_111661	YYGAKNYNVTYPSV-UHFFFAOYSA-N	SJ-172550
JCP2022_020062	FECQXVPRUCCUIL-UHFFFAOYSA-N	SKA-31
JCP2022_033262	HXMGCTFLLWPVFM-UHFFFAOYSA-N	skepinone-L
JCP2022_042154	JUDKOGFHZYMDMF-UHFFFAOYSA-N	SKF-38393
JCP2022_109712	YOELZIQOLWZLQC-UHFFFAOYSA-N	SKF-86002
JCP2022_087404	TXQKSMSLZVKQBI-UHFFFAOYSA-N	SKF-89976A
JCP2022_030983	HLMBXBGDBBCYII-UHFFFAOYSA-N	SKF-96365
JCP2022_112925	ZFGXZJKLOFCECI-UHFFFAOYSA-N	SKI-II
JCP2022_080150	RQVGFDBMONQTBC-UHFFFAOYSA-N	SKLB1002
JCP2022_004443	AXJQVVLKUYCICH-UHFFFAOYSA-N	SLV-319-(+/-)
JCP2022_088755	UEWSIIBPZOBMBL-UHFFFAOYSA-N	SM-108
JCP2022_049351	LGYDZXNSSLRFJS-UHFFFAOYSA-N	SM-164
JCP2022_005449	BCPOLXUSCUFDGE-UHFFFAOYSA-N	SMER-28
JCP2022_058818	NGJLOFCOEOHFKQ-UHFFFAOYSA-N	SMI-4a
JCP2022_099363	WKLZNTYMDOPBSE-UHFFFAOYSA-N	SN-2
JCP2022_021012	FJHBVJOVLFPMQE-UHFFFAOYSA-N	SN-38
JCP2022_116016	ZVYIJXLMBWCGHP-UHFFFAOYSA-N	SN-6
JCP2022_094932	VMLZFUVIKCGATC-UHFFFAOYSA-N	SNAP-94847
JCP2022_019480	FAYAUAZLLLJJGH-UHFFFAOYSA-N	SNS-314
JCP2022_113026	ZFVRYNYOPQZKDG-UHFFFAOYSA-N	SNX-2112
JCP2022_004071	AVDSOVJPJZVBTC-UHFFFAOYSA-N	SNX-5422
JCP2022_074572	QNAZTOHXCZPOSA-UHFFFAOYSA-N	sobetirome
JCP2022_019186	DZMVCVHATYROOS-UHFFFAOYSA-N	soblidotin
JCP2022_047731	KYDVLNNTBWQYOK-UHFFFAOYSA-N	sodium-ascorbate
JCP2022_020163	FERIUCNNQQJTOY-UHFFFAOYSA-N	sodium-butyrate
JCP2022_070897	PTVBAOGVIGOALV-UHFFFAOYSA-N	sodium-danshensu
JCP2022_094271	VIZXMHCBZLGUET-UHFFFAOYSA-N	sodium-gualenate
JCP2022_074048	QKNZASPUMVFSDA-UHFFFAOYSA-N	sodium-monofluorophosphate
JCP2022_104470	XLYOFNOQVPJJNP-UHFFFAOYSA-N	sodium-orthovanadate
JCP2022_089611	UJIDKYTZIQTXPM-UHFFFAOYSA-N	sodium-picosulfate
JCP2022_089557	UJCACMLMPLLRGW-UHFFFAOYSA-N	sodium-tanshinone-II-A-sulfonate
JCP2022_025219	GFWRVVCDTLRWPK-UHFFFAOYSA-N	sofalcone
JCP2022_107860	YDZYKNJZCVIKPP-UHFFFAOYSA-N	sograzepide
JCP2022_053136	MBWUSSKCCUMJHO-UHFFFAOYSA-N	solamargine
JCP2022_055765	MPYACSQFXVMWNO-UHFFFAOYSA-N	solcitinib
JCP2022_019585	FBOUYBDGKBSUES-UHFFFAOYSA-N	solifenacin-succinate
JCP2022_038067	IXXFZUPTQVDPPK-UHFFFAOYSA-N	solithromycin
JCP2022_059103	NHXLMOGPVYXJNR-UHFFFAOYSA-N	somatostatin
JCP2022_099991	WNUQCGWXPNGORO-UHFFFAOYSA-N	sonepiprazole
JCP2022_097426	VZZJRYRQSPEMTK-UHFFFAOYSA-N	sonidegib
JCP2022_000053	AAGFPTSOPGCENQ-UHFFFAOYSA-N	sophocarpine
JCP2022_054847	MLDQJTXFUGDVEO-UHFFFAOYSA-N	sorafenib
JCP2022_071404	PWILYDZRJORZDR-UHFFFAOYSA-N	soraprazan
JCP2022_100942	WSWCOQWTEOXDQX-UHFFFAOYSA-N	sorbic-acid
JCP2022_052259	LXANPKRCLVQAOG-UHFFFAOYSA-N	sorbinil
JCP2022_073979	QKDRXGFQVGOQKS-UHFFFAOYSA-N	sotagliflozin
JCP2022_112273	ZBMZVLHSJCTVON-UHFFFAOYSA-N	sotalol
JCP2022_062592	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	sotrastaurin
JCP2022_107270	YASYAEVZKXPYIZ-UHFFFAOYSA-N	SP-420
JCP2022_019301	DZZWHBIBMUVIIW-UHFFFAOYSA-N	sparfloxacin
JCP2022_100639	WRFHGDPIDHPWIQ-UHFFFAOYSA-N	sparsentan
JCP2022_084046	SLRCCWJSBJZJBV-UHFFFAOYSA-N	sparteine-(-)
JCP2022_084046	SLRCCWJSBJZJBV-UHFFFAOYSA-N	sparteine-(+)
JCP2022_084046	SLRCCWJSBJZJBV-UHFFFAOYSA-N	sparteine-sulfate
JCP2022_004273	AWIVHRPYFSSVOG-UHFFFAOYSA-N	spautin-1
JCP2022_090302	UNFWWIHTNXNPBV-UHFFFAOYSA-N	spectinomycin
JCP2022_003720	ATHGHQPFGPMSJY-UHFFFAOYSA-N	spermidine
JCP2022_068277	PFNFFQXMRSDOHW-UHFFFAOYSA-N	spermine
JCP2022_000540	ACTOXUHEUCPTEW-UHFFFAOYSA-N	spiramycin
JCP2022_080295	RRQQBPFUONLKTL-UHFFFAOYSA-N	spironolactone
JCP2022_042354	JVGBTTIJPBFLTE-UHFFFAOYSA-N	spiroxatrine
JCP2022_082742	SETMGIIITGNLAS-UHFFFAOYSA-N	spizofurone
JCP2022_037077	ISFPDBUKMJDAJH-UHFFFAOYSA-N	splitomycin
JCP2022_107478	YBWLTKFZAOSWSM-UHFFFAOYSA-N	SPP301
JCP2022_041480	JQOIRTDBHMDWMT-UHFFFAOYSA-N	SPP86
JCP2022_089796	UKHMZCMKHPHFOT-UHFFFAOYSA-N	SQ-22536
JCP2022_089484	UIRKNQLZZXALBI-UHFFFAOYSA-N	squalamine
JCP2022_018375	DUXWIYXHHGNUJU-UHFFFAOYSA-N	SR-1078
